50000,0.000886
100000,0.001793
150000,0.002672
200000,0.003451
250000,0.004325
300000,0.005059
350000,0.005829
400000,0.006905
450000,0.007813
500000,0.008119
550000,0.009274
600000,0.009932
650000,0.010465
700000,0.011436
750000,0.012400
800000,0.013266
850000,0.013742
900000,0.015297
950000,0.016220
1000000,0.016824
1050000,0.016736
1100000,0.018538
1150000,0.018699
